Rec,Inf,UID,Name,Best Pos,Age,Club,Division,Mins,Tgls/90,Tcon/90,Gls,Goals Outside Box,Shot/90,xG/shot,Shot %,ShT/90,Shots Outside Box/90,Gls/90,xG/90,NP-xG/90,xG-OP,Conv %,Ast,Asts/90,Ps A/90,Pas %,xA/90,OP-KP/90,Ch C/90,Drb/90,Pr passes/90,OP-Crs A/90,OP-Cr %,Crs A/90,Cr C/A,Tck A,Tck R,Pres A/90,Pres C/90,Poss Won/90,Poss Lost/90,K Tck/90,Int/90,Clr/90,Blk/90,Shts Blckd/90,Aer A/90,Hdr %,K Hdrs/90,Sprints/90,Dist/90,Gl Mst,Fls,FA,Yel,Red,Wage,Transfer Value
- - -,Inj,86066857,Anthony Valencia,AM (R),22,Antwerp,Jupiler Pro League,"1,531",1.23,2.41,6,1,2,0.17,47%,0.94,0.88,0.35,0.35,0.35,0.09,18%,2,0.12,24.45,85%,0.09,0.53,0.12,1.35,1,1.76,10%,4.29,13%,37,65%,9.41,2.7,4.64,8.35,0,1.76,0.65,0.06,0,9.11,12%,0,3.88,12.5km,0,15,23,1,0,"£30,000 p/w",£900K - £1.9M
- - -,,91143491,Nadiem Amiri,M (C),29,Mainz 05,Bundesliga,"1,547",0.93,1.05,1,0,1.92,0.06,45%,0.87,1.63,0.06,0.12,0.12,-1.02,3%,3,0.17,49.33,88%,0.13,1.16,0.12,1.11,4.19,0.93,19%,3.72,18%,74,74%,11.93,3.78,10.06,10.01,0,1.86,0.93,0.7,0.23,3.43,15%,0.06,13.73,14.4km,0,35,15,5,0,"£33,000 p/w",£300K - £3M
- - -,,29223444,Allahyar Sayyadmanesh,AM (L),24,Westerlo,Jupiler Pro League,"1,555",1.1,1.5,4,0,1.27,0.13,55%,0.69,0.29,0.23,0.17,0.12,1.1,18%,2,0.12,35.36,85%,0.08,0.93,0.12,3.82,2.32,3.07,6%,3.07,5%,41,78%,14.47,4.28,6.77,12.5,0,2.03,1.39,0.23,0.06,4.57,34%,0.06,9.84,13.2km,0,18,31,2,0,"£12,750 p/w",£400K - £4M
- - -,,91173279,Amos Pieper,D (C),28,Werder Bremen,Bundesliga,"2,339",1.23,1.46,1,0,0.5,0.05,54%,0.27,0.04,0.04,0.03,0.03,0.32,8%,2,0.08,45.44,89%,0.03,0.38,0.12,0.54,4.62,0.62,0%,0.62,-,69,77%,6.46,1.96,14.85,7.5,0.27,2.31,1.42,0.69,0.42,8.58,65%,1.27,6.93,12.0km,2,21,5,9,0,"£23,500 p/w",£300K - £2.9M
- - -,,27139789,Kristoffer Lund,D (L),24,FC Köln,Bundesliga,"1,571",1.09,1.2,2,0,0.69,0.07,42%,0.29,0.29,0.11,0.05,0.05,1.18,17%,0,-,57.52,90%,0.04,0.63,0.11,0.97,4.81,1.78,13%,2.23,9%,93,85%,9.68,2.86,14.49,9.11,0.29,2.58,1.49,0.92,0.29,5.67,64%,0.69,9.97,13.0km,1,21,4,3,0,"£6,250 p/w",£2.6M - £5.4M
- - -,Int,24004434,Andrej Kramarić,ST (C),34,Hoffenheim,Bundesliga,"1,577",0.8,2.51,2,0,1.31,0.12,35%,0.46,0.63,0.11,0.16,0.11,-0.74,9%,1,0.06,24.14,83%,0.06,0.34,0.11,1.43,1.77,1.26,15%,1.54,13%,47,74%,8.62,2.74,4.34,8.22,0.11,1.26,0.11,0.51,0.29,10.33,18%,0.11,8.9,12.7km,0,22,32,2,0,"£77,000 p/w",Not for Sale
- - -,,91153061,Timo Hübers,D (C),29,FC Köln,Bundesliga,"1,619",0.78,1.45,0,0,0.56,0.08,40%,0.22,0.17,-,0.04,0.04,-0.78,-,0,-,65.76,90%,0.04,0.44,0.11,0.11,5.17,0.22,50%,0.22,50%,71,83%,5.45,1.72,12.34,8.12,0.56,2.06,1.61,0.61,0.22,6.39,70%,0.83,6.78,12.1km,1,13,0,6,0,"£16,500 p/w",Not for Sale
- - -,Wnt,91132290,Benedikt Gimber,DM,29,Heidenheim,Bundesliga,"2,433",0.92,1.29,2,0,0.48,0.17,54%,0.26,0.15,0.07,0.08,0.02,-0.22,15%,3,0.11,39.62,87%,0.05,0.41,0.11,0.15,2.7,0.18,0%,0.18,-,82,71%,7.88,2,9.62,6.66,0.37,1.85,1.78,0.89,0.67,5.99,59%,0.96,9.54,12.3km,0,41,3,8,0,"£29,000 p/w",£190K - £1.9M
- - -,,45083761,Shogo Taniguchi,D (C),34,Sint-Truiden,Jupiler Pro League,"3,329",1.62,1.16,1,0,0.38,0.1,43%,0.16,0,0.03,0.04,0.04,-0.43,7%,2,0.05,50.39,92%,0.03,0.35,0.11,0.16,3.19,0.05,50%,0.05,50%,66,77%,3.05,1.08,11.08,4.95,0.51,2,1.14,0.51,0.35,7.41,66%,0.3,4.11,11.4km,0,24,3,5,0,"£6,000 p/w",Not for Sale
- - -,,92084880,Maxim Leitsch,D (C),28,Mainz 05,Bundesliga,"3,452",1.28,0.99,0,0,0.44,0.05,29%,0.13,0.21,-,0.02,0.02,-0.85,-,1,0.03,45.73,87%,0.04,0.47,0.1,0.31,5.08,0.76,27%,1.17,17%,67,72%,3.62,1.41,10.85,7.3,0.16,1.43,1.9,0.73,0.47,5.94,75%,0.68,4.3,11.7km,0,11,1,4,0,"£18,000 p/w",£350K - £3.6M
- - -,,48036651,Elisha Owusu,DM,28,Auxerre,Ligue 1 Uber Eats,"2,606",1.07,1.42,1,0,1.11,0.07,34%,0.38,0.83,0.03,0.08,0.08,-1.33,3%,0,-,46.17,85%,0.05,0.73,0.1,0.38,4.18,0.45,36%,0.48,38%,120,73%,12.05,3.21,9.5,8.18,0.24,2.18,1.31,0.38,0.28,4.11,34%,0.21,9.98,13.6km,2,40,8,7,1,"£14,000 p/w",£230K - £2.3M
- - -,,37064581,Doğucan Haspolat,M (C),26,Westerlo,Jupiler Pro League,"2,623",1.17,1.44,1,0,1.13,0.09,52%,0.58,0.79,0.03,0.11,0.11,-2.08,3%,2,0.07,56.34,89%,0.07,0.72,0.1,1.17,2.5,0.58,20%,1.41,17%,91,75%,12.87,3.81,7,9.02,0.17,1.89,0.75,0.21,0.07,3.43,41%,0.07,9.06,13.3km,0,24,26,6,0,"£6,500 p/w",£700K - £1.5M
- - -,Wnt,18004462,Thibaut Van Acker,DM,34,Club Brugge,Jupiler Pro League,"1,757",1.43,0.67,2,1,1.33,0.07,35%,0.46,0.82,0.1,0.1,0.1,0.09,8%,2,0.1,49.02,84%,0.05,0.82,0.1,1.18,5.12,0.51,0%,0.51,-,59,75%,13.73,4.1,9.78,9.07,0,2.15,0.72,0.46,0.26,3.94,29%,0.1,11.73,13.8km,0,19,9,4,0,"£2,600 p/w",£10K
- - -,,91143703,Marco Friedl,D (C),28,Werder Bremen,Bundesliga,"2,694",1.14,1.54,0,0,0.53,0.07,56%,0.3,0.37,-,0.04,0.04,-1.13,-,1,0.03,45.5,90%,0.08,0.73,0.1,0.3,3.94,1.14,16%,4.84,14%,80,74%,4.84,1.47,12.23,7.72,0.33,2.47,1.34,0.77,0.5,6.08,59%,0.43,6.35,12.0km,0,24,6,5,1,"£22,500 p/w",£325K - £3.1M
- - -,,29165730,Danny Namaso,AM (L),25,Auxerre,Ligue 1 Uber Eats,"1,796",1,1.35,7,0,2.36,0.18,43%,1,0.7,0.35,0.43,0.39,-1.54,15%,1,0.05,25.01,81%,0.08,0.55,0.1,1.75,1.9,0.95,25%,2.41,15%,51,75%,9.72,2.15,6.06,9.07,0,2.2,0.5,0.2,0.15,11.73,24%,0.05,8.22,13.3km,0,14,29,1,0,"£17,000 p/w",£4.4M - £6.8M
- - -,,91108805,Robert Andrich,DM,31,Bayer Leverkusen,Bundesliga,"2,711",1.33,1.59,2,0,1.16,0.08,40%,0.46,0.63,0.07,0.09,0.09,-0.74,6%,1,0.03,57.4,88%,0.04,0.66,0.1,0.6,5.88,0.2,17%,0.2,16%,113,68%,12.05,3.35,9.69,9,0.23,1.93,0.6,0.66,0.37,5.28,55%,0.53,13.01,13.5km,0,50,10,20,1,"£69,000 p/w",Not for Sale
- - -,Lst,37004721,Jeffrey Gouweleeuw,D (C),34,Augsburg,Bundesliga,"2,784",1.49,1.2,2,0,0.23,0.24,57%,0.13,0.06,0.06,0.05,0.05,0.31,29%,0,-,50.56,92%,0.02,0.32,0.1,0.29,3.62,0,-,0,-,87,77%,4.82,1.58,12.48,5.24,0.36,2.13,0.97,0.61,0.52,5.62,65%,0.32,3.65,11.2km,1,30,0,6,0,"£24,000 p/w",£375K
- - -,,67270690,Mohammed Salisu,D (C),27,Monaco,Ligue 1 Uber Eats,"2,875",1.78,0.85,0,0,0.69,0.07,32%,0.22,0.03,-,0.05,0.05,-1.6,-,1,0.03,66.37,93%,0.06,0.34,0.09,0.09,4.98,0.13,22%,0.28,25%,67,85%,4.07,1.35,11.83,5.01,0.34,2.1,1.13,0.5,0.47,6.7,69%,0.88,5.04,11.4km,1,13,4,3,0,"£60,000 p/w",£6.2M - £9M
- - -,,2000169132,Terry Yegbe,D (C),25,Metz,Ligue 1 Uber Eats,"2,928",1.23,2.12,1,0,0.52,0.09,29%,0.15,0.09,0.03,0.05,0.05,-0.6,6%,0,-,47,86%,0.07,0.43,0.09,0.09,4.06,0.12,0%,0.12,-,76,80%,4.33,1.51,10.94,7.16,0.49,1.91,2.12,0.95,0.83,7.93,71%,1.29,4.33,11.4km,1,20,2,6,0,"£1,800 p/w",£275K - £2.6M
- - -,,29111156,Christian Burgess,D (C),34,Union Saint-Gilloise,Jupiler Pro League,"2,958",1.1,1.22,4,0,0.82,0.1,59%,0.49,0.03,0.12,0.08,0.08,1.28,15%,1,0.03,62.19,89%,0.04,0.43,0.09,0.33,5.57,0.3,18%,0.33,20%,59,73%,3.01,0.91,13.02,7.64,0.27,1.49,0.91,0.7,0.52,9.37,85%,2.4,5.08,11.5km,0,24,4,6,0,"£5,750 p/w",Not for Sale
- - -,,61064743,David Bates,D (C),29,Standard Liège,Jupiler Pro League,"1,978",1.05,1.46,0,0,0.77,0.07,41%,0.32,0.09,-,0.06,0.06,-1.23,-,1,0.05,51.23,85%,0.04,0.18,0.09,0.05,4.96,0.14,33%,0.14,33%,32,81%,3.69,1.09,13.47,8.37,0.14,1.41,1.55,0.36,0.23,8.51,85%,1,6.23,11.4km,0,14,3,5,0,"£3,900 p/w",£7K - £70K
- - -,,48036830,Malang Sarr,D (C),27,Lens,Ligue 1 Uber Eats,"3,020",1.58,1.4,0,0,0.18,0.05,33%,0.06,0.06,-,0.01,0.01,-0.27,-,0,-,61.15,91%,0.05,0.36,0.09,0.6,6.29,0.36,25%,0.36,25%,66,85%,4.89,1.58,11.83,6.32,0.21,2.18,1.01,0.69,0.51,5.57,65%,0.54,5.84,12.1km,1,11,3,3,0,"£25,000 p/w",£1.1M - £8.4M
- - -,,18074562,Wolke Janssens,D (R),31,Sint-Truiden,Jupiler Pro League,"3,042",1.63,1.15,5,1,0.71,0.11,38%,0.27,0.33,0.15,0.08,0.08,2.29,21%,4,0.12,41.15,84%,0.06,0.53,0.09,0.98,4.11,1.24,13%,1.33,14%,89,85%,6.86,1.8,11.04,9.5,0.33,1.89,1.36,0.24,0.06,7.13,65%,0.62,9.2,12.6km,2,27,17,7,0,"£3,200 p/w",£40K - £375K
- - -,,2000115295,Daniel Elfadli,DM,29,Hamburg,Bundesliga,"1,018",1.24,0.62,2,0,0.71,0.12,50%,0.35,0.27,0.18,0.08,0.08,1.07,25%,0,-,67.9,93%,0.05,0.44,0.09,0.71,5.39,0.35,0%,0.35,-,35,77%,7.51,2.03,8.4,6.01,0.09,1.86,1.33,0.35,0.27,3.54,55%,0.53,7.34,12.3km,1,18,2,6,1,"£18,000 p/w",£160K - £1.6M
- - -,,18115859,Rein Van Helden,D (C),23,Sint-Truiden,Jupiler Pro League,"2,036",1.64,1.19,0,0,1.06,0.05,17%,0.18,0.66,-,0.06,0.06,-1.31,-,0,-,50.92,88%,0.04,0.44,0.09,0.22,4.33,0.31,57%,0.31,57%,69,75%,8.75,1.99,8.8,7.43,0.13,1.77,1.68,0.27,0.22,6.63,60%,0.44,8.62,12.8km,0,36,4,10,0,£650 p/w,£60K - £600K
- - -,,91172547,Luca Kilian,D (C),26,FC Köln,Bundesliga,"2,042",1.06,0.88,0,0,0.35,0.03,63%,0.22,0.13,-,0.01,0.01,-0.22,-,1,0.04,69.73,92%,0.03,0.31,0.09,0.4,5.02,0.31,0%,0.31,-,56,63%,4.28,1.32,10.75,6.52,0.26,1.9,1.54,0.44,0.31,6.17,62%,1.1,5.38,11.8km,0,9,4,3,0,"£14,750 p/w",Not for Sale
- - -,Wnt,2000067300,Mohamed Abdelmonem,D (C),27,Nice,Ligue 1 Uber Eats,"1,023",1.85,1.06,0,0,0.18,0.12,0%,0,0,-,0.02,0.02,-0.23,-,1,0.09,59.82,91%,0.03,0.18,0.09,0.44,3.87,0.18,0%,0.18,-,24,63%,4.13,0.97,10.47,5.54,0.7,2.11,1.94,0.53,0.53,7.74,56%,0.7,6.16,11.6km,0,11,0,4,0,"£5,000 p/w",£210K - £6.2M
- - -,Wnt,2000120348,Hamza Igamane,ST (C),23,Lille,Ligue 1 Uber Eats,"1,027",1.05,1.05,3,0,1.75,0.16,50%,0.88,0.53,0.26,0.28,0.28,-0.2,15%,2,0.18,20.51,83%,0.03,0.44,0.09,1.49,0.53,0.61,14%,0.61,14%,21,67%,6.4,1.4,3.33,6.13,0,0.88,0.35,0.18,0.09,8.59,36%,0,4.21,12.5km,0,16,18,1,0,"£7,000 p/w",£375K - £6.2M
- - -,Inj,80028885,Amir Murillo,D (C),30,Marseille,Ligue 1 Uber Eats,"2,076",2.08,1.6,0,0,0.22,0.02,40%,0.09,0.09,-,0,0,-0.09,-,1,0.04,59.35,89%,0.07,0.56,0.09,1.34,9.32,1.52,22%,1.56,20%,90,68%,7.93,2.43,13.09,9.49,0.13,2.64,1.13,0.74,0.26,6.16,69%,0.65,10.53,13.1km,1,30,9,7,1,"£16,500 p/w",£4.7M - £8.8M
- - -,,12055780,Ali Abdi,D (L),32,Toulouse,Ligue 1 Uber Eats,"1,039",0.69,1.3,0,0,-,0,-,-,0,-,0,0,0,-,0,-,51.11,90%,0.08,0.26,0.09,1.04,5.11,2.17,16%,2.17,16%,53,77%,8.14,1.99,12.82,9.87,0.09,3.38,1.82,0.69,0.17,4.07,53%,0.35,17.32,12.8km,1,27,1,4,2,"£6,500 p/w",£75K - £750K
- - -,,47075787,Aiyegun Tosin,ST (C),27,Lorient,Ligue 1 Uber Eats,"2,093",1.46,0.99,8,1,1.63,0.18,47%,0.77,0.52,0.34,0.3,0.27,0.97,21%,1,0.04,22.96,85%,0.05,0.52,0.09,1.55,1.25,0.99,13%,0.99,13%,42,81%,9.29,1.89,4.99,7.7,0.04,1.29,0.56,0.09,0.04,11.52,24%,0,7.57,12.8km,0,33,27,1,0,"£11,500 p/w",£350K - £3.5M
- - -,,37064140,Tommy St. Jago,D (C),26,Mechelen,Jupiler Pro League,"3,145",1.2,1.06,2,0,1,0.09,40%,0.4,0.17,0.06,0.09,0.09,-1.15,6%,3,0.09,60.67,92%,0.04,0.52,0.09,0.09,4.15,0.17,43%,0.2,50%,47,85%,4.03,1.26,11.39,5.69,0.09,1.4,1,0.31,0.29,7.93,74%,1.06,4.44,11.6km,0,26,8,4,0,"£6,000 p/w",£95K - £5.8M
- - -,,49039789,Loïc Badé,D (C),26,Bayer Leverkusen,Bundesliga,"2,101",1.46,1.63,2,0,0.39,0.07,67%,0.26,0.04,0.09,0.03,0.03,1.35,22%,0,-,65.2,89%,0.03,0.26,0.09,0.26,5.05,0.21,20%,0.21,20%,50,86%,4.41,1.41,13.49,7.75,0.39,2.18,1.67,0.43,0.34,8.78,79%,1.2,4.75,12.1km,2,13,1,6,0,"£80,000 p/w",£12.5M - £15.5M
- - -,,49060934,Redouane Halhal,D (C),23,Mechelen,Jupiler Pro League,"2,115",1.45,0.98,1,1,0.47,0.08,27%,0.13,0.13,0.04,0.04,0.04,0.11,9%,0,-,60.89,91%,0.04,0.3,0.09,0.04,3.7,0.09,0%,0.09,-,41,88%,2.47,0.51,8.85,6.17,0.51,1.32,1.87,0.43,0.3,5.57,60%,0.21,2.21,11.0km,1,5,0,2,0,£170 p/w,£0 - £28K
- - -,Wnt,13220325,Nathaniel Adjei,D (C),23,Lorient,Ligue 1 Uber Eats,"1,092",1.73,0.58,0,0,0.33,0.06,25%,0.08,0.08,-,0.02,0.02,-0.24,-,1,0.08,53.57,90%,0.05,0.41,0.08,-,4.62,0.16,0%,0.16,-,25,76%,2.31,0.99,10.14,5.19,0.49,1.07,0.74,0.41,0.25,6.76,51%,0.49,3.54,11.8km,0,11,1,0,0,"£1,400 p/w",£2.2M - £4.2M
- - -,Wnt,48043837,Frank Magri,ST (C),26,Toulouse,Ligue 1 Uber Eats,"2,185",0.37,1.61,3,0,1.28,0.18,39%,0.49,0.29,0.12,0.23,0.23,-2.49,10%,0,-,21.5,83%,0.02,0.25,0.08,0.91,0.49,0.29,14%,0.29,14%,64,78%,6.96,1.77,4.53,6.51,0.04,1.4,0.62,0.21,0.12,9.93,34%,0.12,5.68,12.2km,0,37,29,2,0,"£10,000 p/w",£1.8M - £3.7M
- - -,,2000034387,Lucas Hey,D (C),23,Anderlecht,Jupiler Pro League,"1,095",1.81,0.9,1,0,0.33,0.21,25%,0.08,0.08,0.08,0.07,0.07,0.17,25%,0,-,73.89,93%,0.07,0.16,0.08,0.16,5.01,0.08,0%,0.08,-,20,85%,3.29,0.99,13.07,6.25,0.25,2.05,1.56,0.74,0.58,8.79,74%,1.4,5.59,11.7km,0,4,2,0,0,"£5,750 p/w",£110K - £1.1M
- - -,,49033539,Pierre-Yves Hamel,ST (C),32,Paris FC,Ligue 1 Uber Eats,"1,097",2.13,2.3,4,0,1.48,0.19,33%,0.49,0.25,0.33,0.28,0.28,0.63,22%,2,0.16,32.16,82%,0.03,0.66,0.08,0.74,1.56,0.25,33%,0.25,33%,36,72%,13.62,3.2,5.33,9.76,0.08,1.31,0.33,0.33,0.08,11.24,32%,0,6.56,13.2km,0,17,16,4,0,"£2,800 p/w",£22K - £230K
- - -,,45100938,Takuma Ominami,D (C),28,OH Leuven,Jupiler Pro League,"3,343",1.37,1.48,1,0,0.62,0.09,30%,0.19,0,0.03,0.05,0.05,-1.02,4%,3,0.08,52.15,86%,0.05,0.3,0.08,0.24,3.66,0.16,33%,0.16,33%,53,85%,3.74,0.92,11.09,8,0.22,1.43,1.67,0.73,0.43,8.27,84%,1.8,4.66,11.4km,4,10,1,2,0,"£4,600 p/w",£500K - £5.2M
- - -,,19354886,Vinicius Souza,M (C),26,Wolfsburg,Bundesliga,"1,124",0.96,1.28,2,0,0.88,0.08,73%,0.64,0.32,0.16,0.07,0.07,1.08,18%,0,-,60.29,90%,0.04,0.48,0.08,0.32,5.44,0.24,0%,0.24,-,39,79%,9.77,3.12,7.45,7.61,0.16,1.44,1.28,0.48,0.08,3.6,47%,0.24,10.25,14.0km,0,16,3,4,0,"£30,000 p/w",£475K - £4.7M
- - -,,12094970,Luck Zogbé,D (R),19,Brest,Ligue 1 Uber Eats,"1,128",1.99,0.72,0,0,0.24,0.09,67%,0.16,0.08,-,0.02,0.02,-0.28,-,0,-,38.38,82%,0.08,0.72,0.08,0.8,5.66,2.47,19%,2.55,16%,41,78%,6.7,1.99,10.53,10.37,0.48,1.68,2.55,1.28,0.56,5.59,63%,0.24,9.34,13.2km,0,11,10,3,0,"£2,000 p/w",£100K - £7M
- - -,Wnt,2000068498,Max Rosenfelder,D (C),23,Freiburg,Bundesliga,"2,256",1.76,0.92,1,0,0.52,0.1,38%,0.2,0.04,0.04,0.05,0.05,-0.28,8%,0,-,56.49,90%,0.03,0.48,0.08,1.04,5.27,0.96,0%,0.96,-,85,81%,6.9,1.8,12.21,7.18,0.52,2.63,1.08,0.56,0.24,7.14,63%,0.48,9.45,12.6km,0,25,5,6,0,"£7,500 p/w",£375K - £3.8M
- - -,Wnt,14196664,Leonardo Balerdi,D (C),27,Marseille,Ligue 1 Uber Eats,"2,309",1.72,1.17,0,0,0.62,0.07,38%,0.23,0.04,-,0.04,0.04,-1.14,-,0,-,71.99,94%,0.06,0.23,0.08,0.04,5.69,0.04,100%,0.04,100%,41,80%,2.77,1.17,11.85,4.44,0.23,2.03,0.9,0.66,0.51,6.94,70%,0.7,5.92,11.3km,1,18,6,3,0,"£24,500 p/w",£5.8M - £8.2M
- - -,Wnt,48036389,Josué Homawoo,D (C),28,Standard Liège,Jupiler Pro League,"2,339",1.42,1.31,0,0,0.58,0.07,20%,0.12,0.08,-,0.04,0.04,-1.08,-,1,0.04,51.37,88%,0.02,0.12,0.08,0.08,3.27,0.23,14%,0.27,16%,46,70%,2.54,0.58,11.7,7.31,0.15,1.35,1.92,0.46,0.38,6.46,80%,0.77,4.85,11.4km,1,14,4,5,0,£850 p/w,£95K
- - -,,50044045,Julien Le Cardinal,D (R),28,Brest,Ligue 1 Uber Eats,"2,360",1.68,1.18,2,0,0.31,0.2,25%,0.08,0.04,0.08,0.06,0.06,0.4,25%,2,0.08,42.98,89%,0.04,0.38,0.08,0.23,3.36,1.03,16%,1.18,14%,45,82%,3.89,1.18,10.3,6.22,0.15,2.06,1.68,0.61,0.38,6.03,62%,0.5,7.36,11.8km,0,10,4,2,0,"£9,000 p/w",£600K - £1.3M
- - -,Bid,91109389,Kevin Akpoguma,D (C),31,Hoffenheim,Bundesliga,"2,380",1.02,2.04,2,0,0.49,0.1,54%,0.26,0.04,0.08,0.05,0.05,0.74,15%,0,-,42.77,85%,0.02,0.19,0.08,-,2.95,0.19,20%,0.19,20%,41,66%,2.57,1.06,11.5,7.83,0.38,2.16,2.34,0.57,0.38,8.36,70%,1.06,4.08,11.1km,2,19,2,6,0,"£29,000 p/w",£2M - £4.3M
- - -,Wnt,2000027719,Diego Moreira,AM (L),21,Strasbourg,Ligue 1 Uber Eats,"1,193",1.51,1.43,0,0,0.75,0.07,70%,0.53,0.53,-,0.05,0.05,-0.71,-,2,0.15,28.82,85%,0.12,0.83,0.08,3.47,3.55,5.36,15%,6.34,15%,42,88%,11.84,2.49,7.47,12.3,0.08,2.64,1.06,0.53,0.08,5.21,20%,0.15,13.96,14.0km,0,17,14,0,0,"£14,000 p/w",£5.4M - £6.8M
- - -,Inj,91004660,Stefan Bell,D (C),34,Mainz 05,Bundesliga,"2,406",1.27,1.01,3,0,0.97,0.06,54%,0.52,0,0.11,0.06,0.06,1.39,12%,0,-,50.16,86%,0.04,0.3,0.07,0.11,4.68,0.15,0%,0.15,-,46,76%,4.11,1.42,13.62,8,0.11,1.42,1.87,0.52,0.41,10.17,83%,1.57,4.53,11.5km,3,16,3,4,0,"£35,000 p/w",£95K - £950K
- - -,,98035093,Cédric Zesiger,D (C),27,Augsburg,Bundesliga,"2,418",1.64,1.12,2,0,0.78,0.09,38%,0.3,0.07,0.07,0.07,0.07,0.07,10%,0,-,54.27,87%,0.04,0.26,0.07,0.15,4.69,0.3,38%,0.3,37%,72,85%,5.58,1.64,13.92,8.49,0.3,1.82,2.12,0.41,0.19,8.11,78%,0.63,4.5,11.4km,0,32,1,9,0,"£19,000 p/w",£8M - £9.6M
- - -,,91126230,Thilo Kehrer,D (C),29,Monaco,Ligue 1 Uber Eats,"3,638",1.76,0.92,3,0,0.99,0.08,33%,0.32,0.17,0.07,0.08,0.08,-0.19,8%,1,0.02,67.04,94%,0.05,0.42,0.07,0.12,5.27,0.15,17%,0.15,16%,81,81%,3.44,1.16,12.57,4.97,0.37,1.98,0.84,0.52,0.4,7.37,74%,0.99,4.11,11.5km,0,30,4,9,0,"£66,000 p/w",£9.8M - £15M
- - -,,49037825,Warmed Omari,D (C),26,Hamburg,Bundesliga,"2,440",1.07,1.33,0,0,0.52,0.08,36%,0.18,0.07,-,0.04,0.04,-1.12,-,0,-,61.97,93%,0.02,0.18,0.07,0.04,3.84,0.07,33%,0.11,-,62,76%,3.17,1,12.17,5.24,0.44,2.18,1.14,0.89,0.74,6.82,72%,0.44,3.69,11.0km,1,24,2,5,0,"£10,500 p/w",£4.4M - £8.4M
- - -,,49063222,Alidu Seidu,D (R),25,Rennes,Ligue 1 Uber Eats,"2,464",1.39,1.13,1,0,0.4,0.09,55%,0.22,0.07,0.04,0.03,0.03,0.05,9%,1,0.04,66.08,94%,0.09,0.18,0.07,0.26,4.93,0.73,5%,0.73,5%,63,79%,4.78,1.64,9.79,5.48,0.22,1.94,1.31,0.18,0.18,4.13,65%,0.18,3.87,11.3km,1,19,6,4,0,"£17,000 p/w",£7.4M - £11M
- - -,,72048187,Bryan Reynolds,D (R),24,Westerlo,Jupiler Pro League,"2,469",1.09,1.42,2,1,0.29,0.2,38%,0.11,0.18,0.07,0.06,0.03,0.38,25%,5,0.18,55.33,88%,0.06,0.58,0.07,1.49,7.18,2.19,20%,2.22,18%,94,85%,9.4,3.17,12.58,10.94,0.18,1.9,1.75,0.66,0.22,3.97,61%,0.11,10.79,13.4km,0,14,17,4,0,"£7,250 p/w",£130K - £1.3M
- - -,Wnt,18083629,Dante Vanzeir,ST (C),28,Gent,Jupiler Pro League,"2,469",0.98,0.95,8,0,1.68,0.17,50%,0.84,0.91,0.29,0.28,0.23,0.2,17%,1,0.04,22.13,87%,0.07,0.58,0.07,1.31,0.91,0.95,16%,1.86,15%,64,83%,9.7,2.08,4.99,6.82,0,1.53,0.33,0.07,0.07,9.15,8%,0,5.58,12.6km,0,41,34,2,0,"£12,250 p/w",£1.8M
- - -,Wnt,25059064,Pavel Šulc,AM (C),25,Lyon,Ligue 1 Uber Eats,"1,235",0.87,0.87,0,0,0.95,0.13,46%,0.44,0.44,-,0.12,0.12,-1.67,-,0,-,42.85,85%,0.05,0.58,0.07,2.7,3.35,1.17,13%,2.33,6%,30,83%,13.19,2.48,4.45,12.9,0,1.6,0.66,0.36,0,2.84,18%,0,8.23,13.8km,0,1,19,0,0,£575 p/w,£2.7M
- - -,,92067018,Marvin Friedrich,D (C),30,Gladbach,Bundesliga,"2,535",1.46,1.6,6,0,1.35,0.08,47%,0.64,0,0.21,0.11,0.11,2.97,16%,0,-,52.37,88%,0.05,0.36,0.07,0.07,2.73,0.11,0%,0.11,-,51,84%,3.41,1.17,12.32,6.78,0.39,1.56,1.81,0.53,0.32,10.93,74%,1.38,5.5,11.4km,1,21,0,5,0,"£38,000 p/w",£750K - £7.4M
- - -,Wnt,2000062931,Atsuki Ito,DM,27,Gent,Jupiler Pro League,"2,589",0.9,1.18,3,0,1.29,0.07,35%,0.45,0.73,0.1,0.09,0.09,0.43,8%,1,0.03,70.43,90%,0.1,1.04,0.07,0.76,6.5,0.35,10%,0.35,10%,96,69%,12.58,3.09,11.37,8.83,0.07,1.91,0.97,0.17,0.07,6.36,66%,0.73,6.95,13.3km,0,25,20,5,0,"£3,900 p/w",£210K - £2.1M
- - -,,18106040,Ewoud Pletinckx,D (C),25,OH Leuven,Jupiler Pro League,"2,610",1.21,1.24,1,0,0.69,0.12,35%,0.24,0,0.03,0.08,0.08,-1.31,5%,1,0.03,52.79,85%,0.02,0.21,0.07,-,4,0.14,0%,0.14,-,37,70%,2.83,0.83,10.31,7.93,0.28,1.03,1.48,0.52,0.28,7.62,83%,1.21,4.45,11.3km,0,7,2,1,0,"£2,500 p/w",£150K - £1.5M
