Rec,Inf,UID,Name,Best Pos,Age,Club,Division,Mins,Tgls/90,Tcon/90,Gls,Goals Outside Box,Shot/90,xG/shot,Shot %,ShT/90,Shots Outside Box/90,Gls/90,xG/90,NP-xG/90,xG-OP,Conv %,Ast,Asts/90,Ps A/90,Pas %,xA/90,OP-KP/90,Ch C/90,Drb/90,Pr passes/90,OP-Crs A/90,OP-Cr %,Crs A/90,Cr C/A,Tck A,Tck R,Pres A/90,Pres C/90,Poss Won/90,Poss Lost/90,K Tck/90,Int/90,Clr/90,Blk/90,Shts Blckd/90,Aer A/90,Hdr %,K Hdrs/90,Sprints/90,Dist/90,Gl Mst,Fls,FA,Yel,Red,Wage,Transfer Value
- - -,,19377081,Igor Jesus,ST (C),25,Nottm Forest,Premier League,"1,508",0.95,1.49,6,0,1.79,0.18,47%,0.84,0.72,0.36,0.33,0.28,0.45,20%,0,-,15.88,83%,0.03,0.36,0.12,1.43,0.54,0.6,0%,0.6,-,24,54%,5.91,1.31,3.58,5.37,0,1.07,0.24,-,0,8.3,32%,0,6.56,12.4km,0,27,18,3,0,"£12,500 p/w",£7.2M - £8.8M
- - -,Inj,91194349,Jannes Wieckhoff,D (R),25,Heracles,Eredivisie,"1,513",0.71,1.13,0,0,0.59,0.08,40%,0.24,0.3,-,0.05,0.05,-0.23,-,1,0.06,39.85,87%,0.09,0.48,0.12,1.01,3.39,3.99,6%,4.16,4%,69,81%,8.92,2.68,10.83,9.99,0.3,2.08,1.55,0.3,0.12,6.25,55%,0.54,14.45,13.1km,0,34,4,8,0,"£3,000 p/w",£275K - £850K
- - -,Wnt,2000030816,Cristhian Mosquera,D (C),21,Arsenal,Premier League,"2,274",1.98,0.87,2,0,0.67,0.09,47%,0.32,0.16,0.08,0.06,0.06,0.53,12%,1,0.04,71.6,94%,0.06,0.55,0.12,0.28,6.17,0.36,22%,0.36,22%,59,86%,4.31,1.03,12.55,5.54,0.28,2.1,0.95,0.28,0.08,7.01,73%,0.71,6.81,12.7km,0,21,6,5,0,"£36,000 p/w",£17M - £26M
- - -,,28086111,Rob Dickie,D (C),30,Bristol City,Sky Bet Championship,"3,055",1.56,1.18,2,0,0.94,0.06,44%,0.41,0.12,0.06,0.06,0.06,0.08,6%,1,0.03,60.78,92%,0.05,0.62,0.12,0.15,4.74,0.12,25%,0.12,25%,37,92%,2.95,1.24,12.84,5.45,0.12,2.06,1.03,0.62,0.41,9.16,62%,1.21,4.71,11.6km,1,10,1,2,0,"£10,000 p/w",£230K - £2.3M
- - -,,28115828,Ethan Laird,D (R),24,Birmingham,Sky Bet Championship,"2,305",1.33,1.64,0,0,0.59,0.12,13%,0.08,0.39,-,0.07,0.07,-1.82,-,1,0.04,57.9,87%,0.05,0.86,0.12,4.92,7.65,5.23,8%,5.23,8%,84,81%,8.24,2.66,12.85,13.47,0.12,3.4,1.52,0.66,0.2,5.04,50%,0.04,12.26,13.5km,0,15,30,5,0,"£8,000 p/w",£350K - £3.6M
- - -,,2000090853,Nikolai Hopland,D (C),21,sc Heerenveen,Eredivisie,"1,546",1.11,0.76,1,0,0.41,0.09,43%,0.17,0,0.06,0.03,0.03,0.4,14%,0,-,44.18,86%,0.03,0.35,0.12,0.23,3.61,0.23,0%,0.23,-,17,71%,3.9,1.16,10.94,6.29,0,2.21,1.4,0.35,0.35,6.75,63%,0.87,4.77,11.6km,0,8,1,2,0,"£2,000 p/w",£2.2M - £4.6M
- - -,Lst,28088508,Connor Ogilvie,D (L),30,Portsmouth,Sky Bet Championship,"2,320",0.78,1.94,2,0,0.43,0.12,64%,0.27,0.12,0.08,0.05,0.05,0.67,18%,0,-,51.59,87%,0.09,0.5,0.12,1.16,5.04,3.18,10%,3.26,9%,95,91%,10.4,2.99,13.31,10.98,0.16,2.29,1.05,0.81,0.35,7.25,58%,0.66,11.91,12.7km,1,19,4,4,0,"£5,000 p/w",£130K
- - -,Wnt,28086114,Dominic Hyam,D (C),30,Wrexham,Sky Bet Championship,"3,097",1.31,1.48,0,0,0.52,0.07,39%,0.2,0,-,0.04,0.04,-1.22,-,2,0.06,52.25,86%,0.04,0.38,0.12,0.09,3.84,0.23,25%,0.23,25%,54,78%,4.24,1.6,12.82,8.22,0.12,1.66,1.74,0.46,0.35,9.18,68%,0.76,4.13,11.2km,2,16,1,2,0,"£20,000 p/w",£650K - £6.6M
- - -,Wnt,83228401,Toti,D (C),27,Wolves,Premier League,"2,330",0.97,1.74,0,0,0.23,0.05,17%,0.04,0.04,-,0.01,0.01,-0.3,-,2,0.08,59.56,92%,0.05,0.39,0.12,0.62,4.44,1.04,18%,1.93,14%,110,85%,6.33,1.89,11.78,7.53,0.42,2.2,2.24,1.16,0.62,5.87,64%,0.7,7.18,12.6km,0,28,3,6,0,"£25,000 p/w",£8M - £9.8M
- - -,,91172542,Jordan Beyer,D (C),26,Burnley,Premier League,"3,125",0.84,1.41,0,0,0.26,0.05,67%,0.17,0,-,0.01,0.01,-0.43,-,0,-,60.83,93%,0.04,0.14,0.12,0.32,5.1,0.26,22%,0.26,22%,101,85%,4.87,1.58,9.1,5.18,0.32,1.61,1.21,0.72,0.49,5.33,58%,0.72,4.87,11.7km,2,17,2,5,0,"£3,000 p/w",£6.2M - £9.6M
- - -,,48034615,Nordi Mukiele,D (C),28,Sunderland,Premier League,"3,134",1.21,1.81,3,0,0.4,0.16,50%,0.2,0.03,0.09,0.06,0.06,0.76,21%,1,0.03,45.11,89%,0.04,0.52,0.11,1.12,3.7,1.95,14%,2.04,14%,138,87%,9.39,2.53,14.62,8.47,0.32,3.3,1.41,0.95,0.55,5.83,77%,0.66,9.28,12.9km,1,35,9,6,0,"£160,000 p/w",£16.5M - £21M
- - -,,28115831,James Garner,M (C),25,Everton,Premier League,"3,138",1.09,1.58,3,0,0.95,0.08,42%,0.4,0.63,0.09,0.07,0.07,0.41,9%,4,0.11,39.01,84%,0.07,0.83,0.11,0.95,3.53,0.57,11%,2.38,5%,134,75%,11.5,2.81,10.44,9.29,0.2,2.44,0.89,0.57,0.29,4.5,59%,0.57,13.62,14.1km,1,37,21,6,0,"£77,000 p/w",£14.5M - £18.5M
- - -,,2000014552,Lewis Schouten,DM,22,Excelsior,Eredivisie,"2,354",0.76,1.07,2,0,0.76,0.09,60%,0.46,0.54,0.08,0.07,0.04,0.2,10%,0,-,69.28,91%,0.03,0.34,0.11,0.27,6.5,0.42,31%,0.61,27%,60,83%,9.63,2.75,6.81,7.23,0.11,0.84,0.88,0.38,0.04,2.94,56%,0.34,7,12.5km,1,37,5,5,1,"£6,000 p/w",£550K - £9M
- - -,Wnt,20048604,Ricardo Pepi,ST (C),23,PSV Eindhoven,Eredivisie,"1,573",1.95,0.69,10,0,2.52,0.2,55%,1.37,0.57,0.57,0.5,0.5,1.21,23%,2,0.11,29.24,86%,0.09,0.63,0.11,0.74,0.86,0.23,0%,0.23,-,8,88%,5.38,1.09,2.4,6.87,0,0.46,0.17,-,0,5.78,57%,0.23,4.06,12.3km,0,10,16,0,0,"£45,000 p/w",£600K - £8M
- - -,,2000018977,Aske Adelgaard,D (L),22,Go Ahead Eagles,Eredivisie,"1,593",0.73,1.47,0,0,0.11,0.03,0%,0,0.11,-,0,0,-0.06,-,2,0.11,46.33,86%,0.1,0.51,0.11,0.56,5.42,3.45,12%,3.9,11%,78,83%,11.53,2.82,13.28,10.06,0.17,1.92,1.86,0.79,0.11,4.24,52%,0.23,8.14,13.3km,0,25,4,5,0,"£3,500 p/w",£1.4M - £3.1M
- - -,Wnt,2000257209,Givairo Read,D (R),19,Feyenoord,Eredivisie,"2,396",1.88,0.79,1,0,0.38,0.04,40%,0.15,0.19,0.04,0.02,0.02,0.55,10%,1,0.04,75.05,91%,0.07,0.9,0.11,1.62,9.58,2.55,16%,3.04,10%,68,84%,9.99,2.93,13.45,10.1,0.04,2.44,0.79,0.56,0.19,4.85,66%,0.34,13.37,13.2km,0,13,25,4,0,"£6,000 p/w",£8.4M - £10.5M
- - -,,28047408,Jake Bidwell,D (L),33,Coventry,Sky Bet Championship,"1,599",1.35,1.13,0,0,0.34,0.12,33%,0.11,0.06,-,0.04,0.04,-0.71,-,1,0.06,58.87,88%,0.09,0.56,0.11,2.7,7.49,4,6%,4.56,5%,62,85%,9.96,3.6,13.17,12.5,0.17,1.86,2.42,0.96,0.28,5.85,79%,1.01,14.47,12.8km,1,25,17,7,0,"£10,000 p/w",£120K - £1.2M
- - -,,52075471,Sean McLoughlin,D (C),29,Blackburn,Sky Bet Championship,"1,664",0.81,1.41,0,0,0.38,0.06,43%,0.16,0,-,0.02,0.02,-0.39,-,1,0.05,46.3,89%,0.06,0.27,0.11,0.16,2.97,0.22,0%,0.22,-,48,81%,3.89,1.03,12.71,5.84,0.38,2,1.62,0.65,0.54,8.92,71%,1.41,4.87,11.6km,0,12,2,3,0,"£10,000 p/w",£40K - £375K
- - -,,2000182795,Archie Gray,D (R),20,Tottenham,Premier League,"1,669",1.67,0.86,1,0,1.02,0.09,37%,0.38,0.65,0.05,0.09,0.09,-0.67,5%,1,0.05,55.22,87%,0.06,0.49,0.11,1.24,6.85,1.02,21%,1.02,21%,68,84%,10.57,3.51,10.89,10.3,0.22,2.26,0.7,0.27,0.11,4.21,51%,0.11,11.65,13.9km,0,16,9,3,0,"£75,000 p/w",£52M - £67M
- - -,,28048260,Curtis Nelson,D (C),33,Derby County,Sky Bet Championship,"2,516",1.07,1.18,1,0,0.32,0.05,44%,0.14,0.11,0.04,0.02,0.02,0.52,11%,0,-,53.76,88%,0.03,0.5,0.11,0.11,4.33,0.75,33%,0.75,33%,49,90%,3.76,1.5,12.84,10.8,0.18,1.43,2.18,0.36,0.29,6.98,74%,1.22,6.62,11.4km,0,17,1,8,1,"£5,000 p/w",£70K - £700K
- - -,,29156100,Lewis Travis,M (C),28,Derby County,Sky Bet Championship,"3,359",1.31,1.37,0,0,0.59,0.05,18%,0.11,0.4,-,0.03,0.03,-1.09,-,2,0.05,42.12,88%,0.07,0.75,0.11,0.67,3.27,0.13,15%,0.35,20%,122,70%,7.93,2.3,8.17,6.46,0.19,1.31,1.45,0.59,0.32,4.72,50%,0.21,11.04,13.4km,0,71,13,10,0,"£3,500 p/w",£300K - £3.1M
- - -,Wnt,37077859,Neraysho Kasanwirjo,D (C),24,Feyenoord,Eredivisie,"1,728",1.15,0.57,3,0,0.78,0.12,53%,0.42,0.05,0.16,0.1,0.06,1.14,20%,0,-,87.71,95%,0.02,0.21,0.1,0.05,7.19,0.21,25%,0.21,25%,25,68%,3.44,0.94,11.15,5.1,0.36,1.98,0.57,0.36,0.26,5.83,72%,0.42,5.16,11.5km,0,12,3,3,0,"£4,000 p/w",£600K - £4.7M
- - -,,27129143,Casper Tengstedt,ST (C),26,Feyenoord,Eredivisie,"2,594",1.49,0.76,9,1,1.67,0.18,54%,0.9,0.56,0.31,0.3,0.3,0.41,19%,2,0.07,24.53,88%,0.05,0.28,0.1,0.9,0.52,0.17,40%,0.17,40%,39,64%,7.63,1.73,2.95,6.35,0,0.62,0.14,0.1,0.03,3.96,32%,0,4.61,12.0km,0,21,32,2,0,"£10,000 p/w",£325K - £3.2M
- - -,,53054432,Fredrik Oldrup Jensen,DM,33,NAC,Eredivisie,"2,612",1.55,1.34,2,0,0.62,0.08,22%,0.14,0.17,0.07,0.05,0.05,0.48,11%,2,0.07,44.72,87%,0.04,0.52,0.1,0.21,3.31,0.17,60%,0.17,60%,59,71%,6.31,1.9,11.03,6.37,0.17,1.41,1.03,0.41,0.28,7.24,69%,0.41,8.82,12.1km,3,16,3,3,0,"£3,500 p/w",Not for Sale
- - -,,37087094,Serano Seymor,D (L),24,Excelsior,Eredivisie,"2,622",0.79,1.27,0,0,0.17,0.13,20%,0.03,0.1,-,0.02,0.02,-0.65,-,0,-,85.71,91%,0.03,0.27,0.1,0.14,5.49,0.21,17%,0.21,16%,46,76%,3.47,1.06,8.07,9.03,0.24,1.41,3.12,0.48,0.34,3.91,73%,0.51,4.26,11.4km,0,14,2,0,0,"£1,500 p/w",£180K - £1.8M
- - -,Int,29072558,Will Vaulks,DM,32,Oxford United,Sky Bet Championship,"2,627",1.47,1.23,2,1,1.23,0.07,19%,0.24,0.99,0.07,0.08,0.08,-0.44,6%,6,0.21,45.84,90%,0.12,0.96,0.1,0.41,3.94,0.58,41%,0.58,41%,89,73%,10.86,2.71,9.18,8.74,0.07,1.82,0.89,0.41,0.21,3.53,39%,0.21,12.74,13.5km,0,45,17,10,0,"£12,500 p/w",£70K - £700K
- - -,,83228369,Alexandre Penetra,D (R),24,AZ,Eredivisie,"2,643",1.33,1.29,0,0,0.27,0.05,50%,0.14,0,-,0.01,0.01,-0.41,-,2,0.07,54.01,93%,0.07,0.41,0.1,0.27,3.95,0.61,11%,0.61,11%,52,77%,4.56,1.67,10.69,4.9,0.27,2.21,1.46,0.54,0.41,7.01,57%,0.48,6.57,11.9km,0,24,2,3,0,"£10,000 p/w",£8.6M - £10.5M
- - -,,37072818,Souffian El Karouani,D (L),25,FC Utrecht,Eredivisie,"1,781",0.81,1.62,1,0,0.25,0.21,60%,0.15,0.2,0.05,0.05,0.01,-0.04,20%,0,-,57.51,91%,0.05,0.3,0.1,0.91,5.36,1.36,11%,2.38,7%,73,82%,10.66,3.74,14.6,7.78,0.2,3.74,0.96,0.71,0.2,4.9,47%,0.25,13.59,13.1km,0,26,11,8,1,"£3,500 p/w",£375K - £3.6M
- - -,,28058545,Joe Bryan,D (L),32,Millwall,Sky Bet Championship,"2,674",1.55,1.18,2,1,0.88,0.05,27%,0.24,0.77,0.07,0.04,0.04,0.7,8%,2,0.07,43.96,83%,0.06,0.4,0.1,0.88,7.74,2.12,14%,4.14,11%,168,80%,12.02,3.67,13.73,10.53,0.24,1.85,1.14,0.71,0.1,5.39,46%,0.24,11.38,13.1km,1,45,1,9,1,"£32,500 p/w",£250K - £800K
- - -,Int,18083577,Wout Faes,D (C),28,Leicester,Sky Bet Championship,"2,679",2.05,1.04,0,0,0.77,0.08,22%,0.17,0.17,-,0.06,0.06,-1.85,-,2,0.07,69.17,93%,0.05,0.47,0.1,0.13,6.75,0.1,33%,0.1,33%,47,87%,2.86,1.08,11.99,5.91,0.07,1.58,0.91,0.24,0.2,7.05,69%,0.81,5.95,12.2km,1,21,7,4,0,"£50,000 p/w",£12M - £14.5M
- - -,Wnt,72056133,Daryl Dike,ST (C),25,West Brom,Sky Bet Championship,"3,572",1.97,1.16,19,1,2.65,0.18,54%,1.44,0.73,0.48,0.48,0.48,0.02,18%,4,0.1,24.94,82%,0.09,0.6,0.1,1.36,1.08,1.08,14%,1.08,13%,49,76%,8.49,2.42,5.37,9.07,0.03,1.18,0.58,0.2,0.13,12.42,41%,0.1,6.7,12.6km,0,45,63,0,0,"£32,000 p/w",£7M - £8.4M
- - -,,2000304487,Christantus Uche,ST (C),23,Crystal Palace,Premier League,"2,688",0.84,2.11,6,3,1.41,0.12,36%,0.5,0.6,0.2,0.16,0.16,1.15,14%,3,0.1,26.58,81%,0.05,0.54,0.1,1.34,1.57,0.64,5%,0.64,5%,84,77%,11.85,2.51,6.13,9.07,0.07,1.64,0.77,0.33,0.2,8.47,35%,0.13,9.38,13.6km,1,26,32,3,0,"£3,500 p/w",£275K - £2.8M
- - -,,28010491,Danny Welbeck,ST (C),35,Brighton,Premier League,"2,743",1.21,1.18,6,0,1.28,0.14,49%,0.62,0.43,0.2,0.18,0.18,0.53,15%,0,-,17.88,84%,0.08,0.56,0.1,1.08,0.92,0.46,14%,0.46,14%,46,80%,6.89,1.74,3.48,6.59,0,1.15,0.39,0.26,0.07,6.79,38%,0.03,6.56,12.4km,0,25,33,0,0,"£60,000 p/w",£130K - £1.3M
- - -,Wnt,45114026,Tatsuki Seko,M (C),28,Stoke,Sky Bet Championship,"1,847",1.17,1.95,1,0,1.02,0.1,38%,0.39,0.58,0.05,0.1,0.1,-1.07,5%,0,-,56.43,90%,0.07,0.58,0.1,0.68,4.87,0.63,14%,1.07,15%,73,79%,10.91,4,9.5,8.23,0.19,1.32,0.88,0.44,0.29,4.97,58%,0.63,12.18,13.6km,1,31,8,4,0,"£12,500 p/w",£150K - £1.5M
- - -,Wnt,29216806,Nathan Wood,D (C),24,Southampton,Sky Bet Championship,"2,785",1.52,1.39,2,0,0.68,0.08,48%,0.32,0.06,0.06,0.05,0.05,0.37,10%,1,0.03,53.81,89%,0.05,0.58,0.1,0.29,4.59,0.32,30%,0.32,30%,41,85%,4.1,1.55,12.51,7.21,0.19,2.52,2.39,0.52,0.45,7.27,76%,1.13,4.43,11.9km,1,21,2,3,0,"£10,000 p/w",£300K - £7.4M
- - -,,2000144825,Jochem Ritmeester van de Kamp,M (C),22,SC Telstar,Eredivisie,"2,797",0.32,1.67,1,0,0.77,0.1,50%,0.39,0.39,0.03,0.08,0.08,-1.35,4%,3,0.1,53.19,87%,0.08,0.48,0.1,0.55,2.93,0.42,7%,0.48,7%,102,83%,11.39,2.9,9.69,9.62,0.06,2.06,0.97,0.58,0.29,5.47,72%,0.93,7.18,12.6km,1,31,14,5,0,"£3,500 p/w",£2M - £4.2M
- - -,Wnt,2000014084,Maxim Dekker,D (C),22,AZ,Eredivisie,"2,807",1.31,1.12,0,0,0.38,0.1,50%,0.19,0.1,-,0.04,0.04,-1.2,-,2,0.06,53.83,87%,0.03,0.26,0.1,-,4.52,0.1,0%,0.1,-,45,78%,4.65,1.35,9.91,6.64,0.19,1.31,1.47,0.42,0.32,6.28,59%,0.58,5.16,11.3km,1,9,6,3,0,"£1,000 p/w",£550K - £5.2M
- - -,,29137250,George Hirst,ST (C),27,Ipswich Town,Sky Bet Championship,"2,868",2.26,1.1,22,1,2.76,0.21,63%,1.73,0.31,0.69,0.57,0.57,3.77,25%,1,0.03,17.6,83%,0.04,0.31,0.09,1.04,0.75,0.31,30%,0.31,30%,23,65%,5.55,1.54,3.04,5.52,0.03,0.6,0.44,0.09,0,9.51,44%,0.16,5.18,12.1km,0,24,25,0,0,"£17,000 p/w",£6.6M - £10M
- - -,,2000179622,Precious Ugwu,D (C),20,FC Volendam,Eredivisie,"1,941",1.21,1.9,2,0,0.56,0.09,58%,0.32,0.09,0.09,0.05,0.05,0.9,17%,1,0.05,49.98,83%,0.05,0.42,0.09,0.28,4.22,1.39,20%,1.39,20%,73,71%,7.65,2.23,14.51,9.88,0.37,2.36,2.32,0.46,0.23,8.62,80%,1.39,6.12,11.9km,0,15,5,2,0,£625 p/w,£550K - £5.4M
- - -,Wnt,37039829,Kenny Tete,D (R),30,Fulham,Premier League,"2,933",0.86,1.56,3,2,0.74,0.09,38%,0.28,0.43,0.09,0.06,0.06,0.9,13%,1,0.03,43.02,87%,0.05,0.68,0.09,1.04,3.71,2.03,11%,2.03,10%,152,82%,13.07,3.9,13.23,9.48,0.46,2.03,1.63,0.83,0.25,5.16,74%,0.86,14.3,13.8km,0,30,9,5,0,"£73,000 p/w",£4.7M - £8.8M
- - -,,28063437,Massimo Luongo,M (C),33,Millwall,Sky Bet Championship,"2,004",1.89,0.94,1,1,1.21,0.06,30%,0.36,0.72,0.04,0.07,0.07,-0.57,4%,2,0.09,43.88,84%,0.07,1.12,0.09,0.49,4.85,0.27,29%,0.31,33%,69,77%,8.44,2.34,10.6,7.99,0.04,1.66,1.03,0.45,0.22,5.34,53%,0.18,10.78,13.4km,0,43,4,7,0,"£5,000 p/w",Not for Sale
- - -,,2000038244,Ahmetcan Kaplan,D (C),23,N.E.C.,Eredivisie,"3,044",1.01,1.06,0,0,0.53,0.06,33%,0.18,0.06,-,0.03,0.03,-1.14,-,1,0.03,55.29,92%,0.06,0.41,0.09,0.18,5.97,0.18,17%,0.18,16%,59,78%,4.17,1.36,11.41,4.7,0.24,1.48,0.62,0.35,0.21,6.89,70%,0.8,5.23,11.7km,2,11,3,3,0,"£17,000 p/w",£400K - £3.9M
- - -,Wnt,2000126653,Enoch Mastoras,DM,20,AZ,Eredivisie,"1,016",1.68,1.06,1,0,0.44,0.04,60%,0.27,0.18,0.09,0.02,0.02,0.8,20%,0,-,44.29,91%,0.07,0.71,0.09,0.53,6.02,2.04,0%,2.04,-,26,69%,6.82,1.33,9.39,5.31,0,2.04,0.97,0.53,0.09,7.62,64%,0.89,9.48,13.0km,0,9,0,1,0,"£2,800 p/w",£4.6M - £8.6M
- - -,,37064597,Peer Koopmeiners,DM,26,FC Utrecht,Eredivisie,"1,017",0.97,1.24,0,0,0.71,0.03,25%,0.18,0.62,-,0.02,0.02,-0.27,-,0,-,68.85,92%,0.07,0.44,0.09,0.27,6.64,0.53,20%,1.33,33%,31,77%,14.6,3.54,8.58,7.88,0.18,1.24,0.71,0.8,0.53,3.81,53%,0.09,9.65,13.0km,0,6,5,0,0,"£8,000 p/w",£2.1M - £4.3M
- - -,Inj,45092658,Ko Itakura,DM,29,Ajax,Eredivisie,"1,024",1.14,1.14,0,0,0.26,0.03,33%,0.09,0.09,-,0.01,0.01,-0.08,-,0,-,59.24,91%,0.05,0.53,0.09,0.35,6.24,0,-,0,-,16,88%,6.06,1.58,11.34,5.8,0.44,2.2,0.79,0.53,0.35,5.45,71%,0.7,5.01,11.8km,0,6,2,3,0,"£36,000 p/w",£6.8M - £10.5M
- - -,Lst,28086156,MacAulay Gillesphey,D (L),30,Charlton,Sky Bet Championship,"3,076",1.11,1.29,0,0,0.35,0.06,67%,0.23,0.06,-,0.02,0.02,-0.71,-,2,0.06,42.89,87%,0.06,0.53,0.09,0.29,3.13,0.7,19%,2.31,25%,91,79%,4.48,1.38,10.12,7.7,0.23,1.46,2.4,0.91,0.56,5.91,69%,0.82,6.5,11.7km,0,21,2,6,0,"£6,000 p/w",£100K
- - -,,29056844,Tom Bradshaw,ST (C),33,Oxford United,Sky Bet Championship,"1,034",1.13,2.35,1,0,0.96,0.14,36%,0.35,0.52,0.09,0.13,0.13,-0.5,9%,1,0.09,18.63,88%,0.03,0.61,0.09,0.52,0.78,0.17,50%,0.17,50%,16,63%,5.14,1.31,4,4.26,0,0.96,0.44,0.09,0,10.79,26%,0.17,6.96,12.6km,0,12,12,0,0,"£10,000 p/w",£45K - £450K
- - -,,28070819,Darragh Lenihan,D (C),32,Middlesbrough,Sky Bet Championship,"3,133",1.21,1.55,5,0,1.03,0.1,61%,0.63,0.03,0.14,0.1,0.1,1.46,14%,3,0.09,54.29,78%,0.03,0.46,0.09,0.11,4.71,0.09,33%,0.09,33%,81,78%,5.17,1.69,12.7,12.12,0.2,1.87,1.95,0.66,0.4,9.36,82%,1.29,5.57,11.7km,0,39,5,11,0,"£10,000 p/w",Not for Sale
- - -,Wnt,29174249,Ben Wilmot,D (C),26,Stoke,Sky Bet Championship,"3,138",0.89,1.75,0,0,0.26,0.09,67%,0.17,0.06,-,0.02,0.02,-0.83,-,2,0.06,57.19,87%,0.05,0.46,0.09,0.4,4.88,1,26%,1,25%,86,76%,5.79,1.55,12.53,8.78,0.29,2.38,1.78,0.66,0.34,7.26,72%,1,7.8,12.6km,2,38,5,8,0,"£20,000 p/w",£750K - £1.6M
- - -,,37062010,Thomas Buitink,ST (C),25,PEC Zwolle,Eredivisie,"1,050",0.51,0.94,0,0,0.86,0.11,40%,0.34,0.26,-,0.09,0.09,-1.1,-,1,0.09,21.77,84%,0.07,0.6,0.09,1.8,1.2,1.46,10%,2.49,5%,37,65%,8.91,1.63,5.74,8.31,0,1.63,0.51,0.09,0,10.29,20%,0,7.2,12.8km,0,25,13,2,0,"£6,000 p/w",£170K - £1.7M
- - -,,92092175,Josh Sargent,ST (C),26,Norwich,Sky Bet Championship,"3,198",1.77,0.76,28,1,2.36,0.21,65%,1.55,0.45,0.79,0.49,0.46,10.73,33%,1,0.03,23.3,85%,0.04,0.37,0.08,1.01,0.76,0.73,4%,0.73,3%,67,70%,7.4,2.28,4.19,7.26,0.08,0.98,0.28,0.11,0.08,6.98,50%,0.08,5.52,12.6km,1,48,53,3,0,"£25,000 p/w",£12.5M - £15.5M
- - -,Wnt,28070419,Greg Leigh,D (L),31,Oxford United,Sky Bet Championship,"2,163",0.83,1.25,2,1,1.08,0.09,54%,0.58,0.54,0.08,0.1,0.1,-0.39,8%,0,-,42.07,85%,0.08,0.79,0.08,1.33,4.12,2.04,10%,2.04,10%,106,82%,9.74,2.33,14.73,10.82,0.04,1.71,2.16,0.83,0.42,8.49,81%,1.21,13.98,13.2km,0,37,10,8,0,"£3,000 p/w",£100K
- - -,Req,28047558,Michael Keane,D (C),33,Everton,Premier League,"1,106",0.81,1.22,0,0,0.49,0.06,50%,0.24,0.16,-,0.03,0.03,-0.36,-,0,-,37.35,85%,0.02,0.08,0.08,-,2.44,0,-,0,-,15,60%,3.25,0.57,7.41,5.94,0.08,1.3,1.95,1.38,1.22,5.21,64%,0.57,5.21,11.9km,0,9,0,3,0,"£80,000 p/w",£1M
- - -,,18107444,Eliot Matazo,M (C),24,Hull City,Sky Bet Championship,"1,107",0.65,1.79,0,0,0.89,0.06,45%,0.41,0.57,-,0.05,0.05,-0.66,-,1,0.08,36.59,86%,0.08,0.81,0.08,1.06,2.52,0.98,8%,0.98,8%,38,76%,11.3,2.85,7.4,7.8,0.08,1.54,1.63,0.57,0.33,4.31,51%,0,12.03,13.6km,0,19,6,5,1,"£15,000 p/w",£180K - £1.8M
- - -,Inj,28113416,Jacob Greaves,D (C),25,Ipswich Town,Sky Bet Championship,"3,348",1.99,0.99,3,0,0.65,0.09,46%,0.3,0.03,0.08,0.06,0.06,0.88,13%,0,-,56.88,92%,0.04,0.19,0.08,0.19,4.54,0.16,14%,0.19,16%,56,84%,3.71,1.1,13.01,5.65,0.32,2.12,0.99,0.67,0.51,8.55,82%,1.32,7.96,12.1km,1,5,3,3,0,"£22,000 p/w",£7M - £10.5M
- - -,,61088006,Ali McCann,M (C),26,Preston,Sky Bet Championship,"2,234",1.05,1.41,1,1,1.13,0.05,29%,0.32,0.81,0.04,0.06,0.06,-0.43,4%,1,0.04,52.78,88%,0.03,0.64,0.08,0.24,5.24,0.28,14%,0.28,14%,73,78%,14.83,4.15,8.7,7.53,0.08,2.14,1.09,0.56,0.28,4.31,40%,0.2,9.99,13.2km,1,5,7,2,0,"£15,000 p/w",£130K - £1.3M
- - -,,29226000,Jarrad Branthwaite,D (C),23,Everton,Premier League,"3,363",1.1,1.58,0,0,0.45,0.06,47%,0.21,0,-,0.03,0.03,-1.1,-,0,-,42.87,87%,0.04,0.19,0.08,0.08,2.57,0.21,13%,0.21,12%,73,67%,2.57,0.86,12.02,7.25,0.45,1.95,1.34,0.88,0.54,8.4,87%,1.77,5.81,11.5km,1,23,1,5,0,"£35,000 p/w",£16M - £25M
- - -,,37055853,Dani de Wit,M (C),28,FC Utrecht,Eredivisie,"2,248",0.8,1.2,3,1,1.2,0.15,40%,0.48,0.4,0.12,0.18,0.15,-1.45,10%,0,-,32.91,88%,0.04,0.48,0.08,0.84,1.32,0.56,29%,0.56,28%,63,75%,12.21,2.84,5.56,8.65,0,1.24,0.92,0.24,0.08,6.57,36%,0,10.13,13.9km,0,38,19,4,0,"£25,000 p/w",£5.2M - £6.4M
- - -,,37044021,Jeff Hardeveld,D (L),31,SC Telstar,Eredivisie,"2,258",0.36,1.79,0,0,0.16,0.07,50%,0.08,0.08,-,0.01,0.01,-0.27,-,0,-,55.16,90%,0.03,0.2,0.08,0.88,4.38,0.6,7%,1.71,13%,75,92%,9.77,2.63,10.76,8.85,0.24,1.55,1.51,0.48,0.32,5.02,60%,0.52,9.25,12.5km,0,44,10,11,0,£850 p/w,£65K - £210K
