Rec,Inf,UID,Name,Best Pos,Age,Club,Division,Mins,Tgls/90,Tcon/90,Gls,Goals Outside Box,Shot/90,xG/shot,Shot %,ShT/90,Shots Outside Box/90,Gls/90,xG/90,NP-xG/90,xG-OP,Conv %,Ast,Asts/90,Ps A/90,Pas %,xA/90,OP-KP/90,Ch C/90,Drb/90,Pr passes/90,OP-Crs A/90,OP-Cr %,Crs A/90,Cr C/A,Tck A,Tck R,Pres A/90,Pres C/90,Poss Won/90,Poss Lost/90,K Tck/90,Int/90,Clr/90,Blk/90,Shts Blckd/90,Aer A/90,Hdr %,K Hdrs/90,Sprints/90,Dist/90,Gl Mst,Fls,FA,Yel,Red,Wage,Transfer Value
- - -,Wnt,36139602,Giorgos Liavas,DM,25,Rio Ave,Liga Portugal Betclic,"2,340",0.77,1.92,0,0,0.54,0.06,43%,0.23,0.46,-,0.03,0.03,-0.83,-,2,0.08,47.62,87%,0.06,0.62,0.12,0.88,5.42,1.58,19%,1.62,19%,96,76%,10.23,2.46,11.31,9.12,0.15,2.04,2.23,0.81,0.23,4.35,60%,0.27,12.69,13.0km,0,25,5,5,0,£775 p/w,£75K - £750K
- - -,,24039427,Duje Ćaleta-Car,D (C),29,Real Sociedad,LALIGA EA SPORTS,"1,575",2,1.37,2,0,0.51,0.08,56%,0.29,0.11,0.11,0.04,0.04,1.28,22%,0,-,53.6,87%,0.01,0.17,0.11,-,5.09,0.11,0%,0.11,-,40,68%,5.09,1.94,13.2,7.49,0.4,1.94,2.34,0.57,0.46,8.11,71%,1.03,5.2,11.6km,0,18,1,6,0,"£40,000 p/w",£8.6M - £11M
- - -,,67192475,Yeray,D (C),31,Athletic Club,LALIGA EA SPORTS,"3,160",1.51,1.03,0,0,0.34,0.08,25%,0.09,0.06,-,0.03,0.03,-0.99,-,2,0.06,60.64,94%,0.05,0.2,0.11,0.17,5.35,0.2,13%,0.23,14%,77,71%,4.24,1.57,10.97,4.56,0.54,1.94,0.8,0.57,0.26,6.58,61%,0.71,6.09,11.8km,3,24,1,7,0,"£38,000 p/w",£10.5M - £13M
- - -,,67288317,Iker Muñoz,DM,23,Osasuna,LALIGA EA SPORTS,"1,593",1.3,1.69,2,0,0.51,0.12,44%,0.23,0.28,0.11,0.06,0.06,0.92,22%,0,-,54.29,90%,0.06,0.62,0.11,0.45,4.97,0.28,25%,0.45,20%,43,93%,10.56,2.94,7.68,7.06,0,1.92,1.07,0.4,0.06,3.22,21%,0.11,11.41,14.0km,0,9,7,0,0,"£3,000 p/w",£7.6M - £9.2M
- - -,,67181404,Antonio Sanabria,ST (C),30,Cremonese,Serie A TIM,"2,440",1.14,1.55,9,0,1.44,0.24,54%,0.77,0.44,0.33,0.34,0.34,-0.2,23%,2,0.07,26.59,86%,0.04,0.44,0.11,1.03,0.77,0.44,0%,0.44,-,59,81%,7.3,1.95,4.57,8,0.04,1.07,0.7,0.18,0.04,10.4,34%,0.07,5.98,12.4km,0,36,38,4,0,"£57,000 p/w",£5M - £7.6M
- - -,,14185196,Lautaro Valenti,D (C),27,Parma,Serie A TIM,"1,639",1.15,1.43,1,0,0.71,0.06,69%,0.49,0.22,0.05,0.05,0.05,0.18,8%,1,0.05,54.91,90%,0.05,0.27,0.11,0.22,5.11,0.38,14%,0.38,14%,52,75%,5.05,1.21,11.09,6.21,0.11,2.03,1.98,0.44,0.38,6.7,74%,0.77,5.88,11.9km,0,18,1,5,0,"£15,000 p/w",£200K - £2M
- - -,,67218464,Dani Calvo,D (C),32,Real Oviedo,LALIGA EA SPORTS,"1,641",0.93,2.25,0,0,0.33,0.08,50%,0.16,0.05,-,0.03,0.03,-0.46,-,1,0.05,40.97,82%,0.02,0.27,0.11,0.11,2.85,0,-,0,-,32,84%,4.88,1.32,11.46,7.9,0.33,2.08,2.41,0.66,0.38,6.2,74%,1.04,7.18,11.9km,1,4,1,2,0,"£4,500 p/w",£65K - £650K
- - -,,19225765,Luiz Felipe,D (R),29,Rayo Vallecano,LALIGA EA SPORTS,"3,289",1.15,1.45,0,0,0.38,0.09,29%,0.11,0,-,0.04,0.04,-1.31,-,2,0.05,48.02,90%,0.02,0.3,0.11,0.19,3.15,0.6,5%,0.6,4%,125,80%,5.99,2.05,11.08,7.14,0.22,2.02,2.3,0.52,0.25,6.7,62%,0.85,6.16,11.8km,2,42,5,9,1,"£27,500 p/w",£17M - £21M
- - -,,67284340,Manu Sánchez,D (L),25,Levante,LALIGA EA SPORTS,"2,468",0.98,1.13,0,0,0.26,0.06,57%,0.15,0.22,-,0.02,0.02,-0.42,-,3,0.11,40.22,86%,0.08,0.8,0.11,1.42,6.82,2.84,10%,3.39,11%,124,83%,11.96,3.35,13.13,11.2,0.11,3.5,1.06,0.84,0.4,4.56,45%,0.18,15.13,13.6km,1,43,10,12,0,"£16,500 p/w",£475K - £4.8M
- - -,Wnt,49038255,Cheikh Niasse,DM,26,Hellas Verona,Serie A TIM,"2,471",0.91,1.24,2,1,0.8,0.07,45%,0.36,0.4,0.07,0.05,0.05,0.49,9%,4,0.15,52.59,88%,0.11,1.49,0.11,0.69,5.65,0.33,33%,0.33,33%,82,79%,11.33,3.1,10.05,7.94,0.04,1.6,0.84,0.55,0.29,5.03,65%,0.51,9.8,13.3km,0,46,6,9,0,"£14,000 p/w",£375K - £3.8M
- - -,Wnt,19326025,Kaíque Rocha,D (C),25,Casa Pia,Liga Portugal Betclic,"2,496",1.69,1.69,3,0,0.72,0.13,35%,0.25,0.04,0.11,0.09,0.09,0.45,15%,1,0.04,69.81,91%,0.03,0.25,0.11,0.32,7.03,0.47,23%,0.47,23%,73,74%,4.51,1.69,12.01,7.64,0.5,1.8,1.55,0.54,0.4,6.56,82%,0.87,5.55,11.7km,1,20,4,4,0,"£1,400 p/w",£1.2M - £2.6M
- - -,,98040986,Michel Aebischer,M (C),29,Pisa,Serie A TIM,"2,545",1.2,2.26,2,2,1.03,0.05,48%,0.5,0.85,0.07,0.05,0.05,0.59,7%,1,0.04,44.42,88%,0.06,0.71,0.11,0.53,4.92,0.35,23%,0.92,20%,74,74%,11.53,3.15,8.13,7.04,0.18,1.7,1.45,0.57,0.39,3.32,28%,0.04,10.4,13.2km,0,26,13,7,0,"£20,000 p/w",£24K - £6M
- - -,,2000036263,Figueiredo,AM (R),24,Alverca SAD,Liga Portugal Betclic,"2,552",1.62,2.19,8,2,1.3,0.13,46%,0.6,0.81,0.28,0.17,0.17,3.1,22%,3,0.11,26.77,79%,0.07,0.42,0.11,1.23,2.4,1.73,13%,2.26,6%,73,77%,10.54,2.5,6,9.77,0.11,1.34,1.16,0.21,0.07,7.16,21%,0.07,9.95,13.0km,1,39,36,5,0,"£1,400 p/w",£85K - £850K
- - -,,48036572,Enzo Ebosse,D (L),27,Hellas Verona,Serie A TIM,"1,705",0.95,0.95,0,0,0.16,0.04,67%,0.11,0.11,-,0.01,0.01,-0.11,-,1,0.05,47.77,89%,0.02,0.42,0.11,1.06,5.33,1.64,6%,1.64,6%,82,83%,8.97,2.43,12.14,8.92,0.21,2.38,2.59,0.69,0.32,4.8,75%,0.58,8.23,12.1km,0,16,8,2,0,"£10,000 p/w",£350K - £3.6M
- - -,,2000062512,Arnau Martínez,D (R),23,Girona,LALIGA EA SPORTS,"2,615",1.14,1.14,0,0,0.24,0.02,57%,0.14,0.03,-,0,0,-0.14,-,0,-,60.92,92%,0.06,0.69,0.1,0.76,6.71,1.07,25%,1.1,22%,125,81%,8.85,2.51,14.18,7.3,0.41,2.82,0.96,0.89,0.52,5.58,69%,0.45,10.91,13.0km,2,42,11,10,0,"£24,000 p/w",£17M - £26M
- - -,,49062629,Balthazar Pierret,DM,26,Lecce,Serie A TIM,"1,746",1.19,1.13,0,0,1.13,0.05,32%,0.36,0.88,-,0.06,0.06,-1.07,-,0,-,45.26,89%,0.01,0.21,0.1,0.36,3.35,0.31,29%,0.36,33%,52,79%,11.7,4.23,9.02,6.55,0.05,1.86,1.39,0.31,0.15,5.1,66%,0.57,11.55,13.5km,0,25,7,1,1,"£7,000 p/w",£1.5M - £3.2M
- - -,,67214595,Unai Núñez,D (R),29,Hellas Verona,Serie A TIM,"2,676",0.94,1.28,0,0,0.2,0.11,33%,0.07,0,-,0.02,0.02,-0.66,-,1,0.03,43.96,86%,0.05,0.61,0.1,0.67,4.07,1.95,21%,1.95,20%,125,78%,10.12,2.72,12.85,10.12,0.34,2.86,1.24,0.5,0.24,6.59,71%,1.28,8.64,12.3km,3,49,8,9,0,"£27,500 p/w",£300K - £3.1M
- - -,,83261126,Danilo Veiga,D (R),23,Lecce,Serie A TIM,"1,797",0.45,1.4,0,0,0.75,0.14,47%,0.35,0.4,-,0.1,0.1,-2.03,-,2,0.1,42.27,87%,0.06,0.65,0.1,1.5,3.16,4.81,9%,5.16,8%,52,85%,10.72,2.65,10.52,12.07,0.2,3.16,1.2,0.4,0.2,5.01,64%,0.35,13.72,13.2km,0,20,12,2,0,"£9,000 p/w",£325K - £3.3M
- - -,,85063747,Florian Lejeune,D (C),35,Rayo Vallecano,LALIGA EA SPORTS,"3,693",1.17,1.58,6,4,0.95,0.07,38%,0.37,0.46,0.15,0.06,0.06,3.38,15%,2,0.05,48.84,91%,0.03,0.12,0.1,0.22,2.58,0.05,23%,0.32,100%,69,83%,3.61,1.22,9.46,5.19,0.39,1.93,1.32,0.54,0.39,6.19,65%,0.78,4.78,11.1km,2,32,1,10,0,"£24,000 p/w",Not for Sale
- - -,Wnt,91205052,Bright Arrey-Mbi,D (C),23,Braga,Liga Portugal Betclic,"2,780",1.81,0.84,4,1,0.62,0.1,53%,0.32,0.03,0.13,0.06,0.06,2.03,21%,1,0.03,66.53,91%,0.05,0.52,0.1,0.36,6.64,0.55,24%,0.55,23%,67,87%,4.34,1.49,12.72,7.32,0.26,2.14,0.94,0.49,0.23,6.02,76%,0.36,4.27,11.8km,0,18,5,7,0,"£18,500 p/w",£650K - £6.6M
- - -,Inj,43093403,Stefano Sabelli,D (R),33,Genoa,Serie A TIM,"2,805",1.03,1.51,1,0,0.35,0.08,55%,0.19,0.13,0.03,0.03,0.03,0.11,9%,1,0.03,53.65,91%,0.05,0.67,0.1,1.86,6.83,3.43,9%,3.43,9%,117,78%,10.4,2.86,11.04,8.76,0.13,2.28,0.77,0.35,0.1,4.59,50%,0.26,11.87,13.0km,0,48,13,10,1,"£12,500 p/w",£30K - £300K
- - -,Wnt,67246431,Pol Lozano,M (C),26,Espanyol,LALIGA EA SPORTS,"1,884",1.1,1.96,2,1,0.91,0.09,53%,0.48,0.67,0.1,0.08,0.08,0.37,11%,1,0.05,47.01,86%,0.05,0.48,0.1,0.76,3.68,0.24,0%,0.24,-,66,79%,11.51,2.58,9.27,8.65,0.1,2.44,1.05,0.38,0.14,3.77,38%,0.19,9.98,13.4km,1,14,10,1,0,"£10,000 p/w",£275K - £2.7M
- - -,Int,92029806,Jeremy Toljan,D (R),31,Levante,LALIGA EA SPORTS,"2,834",0.92,1.27,0,0,0.25,0.1,38%,0.1,0.16,-,0.02,0.02,-0.78,-,2,0.06,36.93,88%,0.04,0.6,0.1,1.4,5.05,3.72,10%,3.72,10%,155,81%,10.73,2.83,12.19,10.04,0.22,2.7,1.52,0.7,0.38,4.19,52%,0.25,14.16,13.5km,0,50,15,9,0,"£14,750 p/w",Not for Sale
- - -,,37049949,Jerry St. Juste,D (R),29,Sporting CP,Liga Portugal Betclic,"2,852",1.92,0.79,0,0,0.5,0.07,38%,0.19,0.19,-,0.04,0.04,-1.17,-,2,0.06,54.53,91%,0.05,0.54,0.09,1.42,7.38,1.92,8%,1.92,8%,113,84%,8.87,2.49,12.65,7.48,0.19,2.81,1.36,0.57,0.32,5.11,57%,0.28,7.86,12.6km,1,29,16,10,0,"£37,000 p/w",£4.2M - £8.2M
- - -,,14187538,Facundo Garcés,D (C),26,Alavés,LALIGA EA SPORTS,"2,918",1.57,0.93,0,0,0.34,0.1,55%,0.19,0,-,0.04,0.04,-1.14,-,2,0.06,57.86,93%,0.05,0.31,0.09,0.31,4.69,0.12,25%,0.12,25%,65,74%,4.44,1.3,10.98,5.31,0.46,1.91,2.31,0.68,0.37,6.45,55%,0.56,6.11,11.4km,0,23,3,7,0,"£3,800 p/w",£14K - £7.4M
- - -,,28066082,Héctor Bellerín,D (R),31,Real Betis,LALIGA EA SPORTS,"3,042",1.04,0.92,0,0,0.24,0.09,13%,0.03,0.21,-,0.02,0.02,-0.69,-,2,0.06,70.18,91%,0.05,0.33,0.09,1.33,7.93,1.04,9%,1.04,8%,111,80%,9.05,2.78,13.55,8.55,0.03,3.11,1.3,0.56,0.27,4.91,54%,0.12,6.33,12.8km,0,27,14,8,1,"£60,000 p/w",Not for Sale
- - -,Wnt,67263767,José Fontán,D (L),26,Arouca,Liga Portugal Betclic,"3,054",1.06,1.47,0,0,0.44,0.09,27%,0.12,0.12,-,0.04,0.04,-1.35,-,1,0.03,52.13,91%,0.04,0.41,0.09,0.53,4.51,0.32,0%,0.5,-,67,84%,4.72,1.03,9.02,5.57,0.27,2.3,1.41,0.41,0.29,5.1,69%,0.38,4.21,11.8km,1,22,6,3,0,"£11,000 p/w",£210K - £2.1M
- - -,,19351985,Natan,D (C),25,Real Betis,LALIGA EA SPORTS,"2,069",1.09,0.91,0,0,0.26,0.04,33%,0.09,0.09,-,0.01,0.01,-0.23,-,0,-,82.65,93%,0.02,0.39,0.09,0.13,6.05,0.04,0%,0.04,-,31,65%,3.09,1.09,10.09,6.05,0.22,1.78,0.87,0.74,0.48,6,64%,0.83,5.52,11.6km,0,5,1,1,0,"£44,000 p/w",£14M - £17M
- - -,Wnt,2000068412,Franjo Ivanović,ST (C),22,Benfica,Liga Portugal Betclic,"2,109",2.05,0.51,10,1,2.73,0.17,41%,1.11,0.81,0.43,0.46,0.46,-0.71,16%,1,0.04,27.23,85%,0.06,0.64,0.09,1.28,1.45,0.38,22%,0.38,22%,48,83%,7.04,1.54,3.12,7.34,0,0.51,0.17,0.13,0.04,5.42,49%,0.13,6.49,12.5km,0,31,31,0,0,"£18,500 p/w",£4.7M - £7.2M
- - -,,83328824,Pedro Santos,M (C),25,Arouca,Liga Portugal Betclic,"1,056",1.28,1.28,4,0,1.7,0.19,40%,0.68,0.77,0.34,0.33,0.26,0.13,20%,0,-,35.88,86%,0.07,0.77,0.09,1.19,2.05,0.94,11%,1.62,9%,26,96%,12.95,2.64,6.31,8.44,0,1.88,0.43,0.17,0.09,7.76,19%,0.09,11.16,13.4km,0,17,9,4,0,"£4,500 p/w",£130K - £1.3M
- - -,Hol,43372280,Roberto Piccoli,ST (C),25,Fiorentina,Serie A TIM,"1,063",2.54,0.85,8,0,3.39,0.19,43%,1.44,0.34,0.68,0.64,0.64,0.48,20%,1,0.08,28.96,88%,0.05,0.25,0.08,0.76,0.42,0.17,0%,0.17,-,14,86%,6.69,1.19,4.32,7.03,0.08,0.93,0.17,0.08,0,6.94,55%,0,3.47,12.2km,0,7,19,0,0,"£10,000 p/w",£2M - £5.4M
- - -,,49052370,Azzedine Ounahi,M (C),26,Girona,LALIGA EA SPORTS,"2,190",1.32,1.15,3,0,1.32,0.12,47%,0.62,0.9,0.12,0.16,0.16,-0.98,9%,2,0.08,48.62,90%,0.12,1.07,0.08,1.07,3.99,1.07,4%,1.07,3%,55,71%,10.27,2.67,5.51,7.52,0,1.32,0.66,0.25,0.12,2.75,40%,0.04,12.74,13.3km,0,18,16,3,0,"£68,000 p/w",£70K - £6.8M
- - -,,62127145,Nikola Maraš,D (C),30,Alavés,LALIGA EA SPORTS,"3,291",1.53,1.04,1,0,0.41,0.11,27%,0.11,0.03,0.03,0.04,0.04,-0.64,7%,0,-,62.68,90%,0.04,0.3,0.08,0.05,5.17,0.11,50%,0.11,50%,72,79%,4.16,1.26,11.76,7.33,0.27,1.94,1.53,0.74,0.63,7.36,70%,0.66,5.82,11.3km,1,26,5,7,0,"£7,000 p/w",£3.4M - £6.8M
- - B- -,Wnt,43206174,Nicolò Casale,D (C),28,Bologna,Serie A TIM,"3,390",1.57,1.38,0,0,0.45,0.05,35%,0.16,0.05,-,0.02,0.02,-0.85,-,2,0.05,65.1,95%,0.04,0.24,0.08,0.13,5.2,0.05,50%,0.05,50%,62,71%,3.53,1.41,9.08,3.98,0.32,1.35,0.88,0.45,0.27,5.73,67%,0.53,5.6,11.4km,0,19,4,7,0,"£35,000 p/w",£6.4M - £9.2M
- - -,Bid,43095145,Sebastiano Luperto,D (C),29,Cagliari,Serie A TIM,"3,413",0.87,1.48,1,0,0.24,0.11,56%,0.13,0.03,0.03,0.03,0.03,0.04,11%,1,0.03,58.12,93%,0.06,0.24,0.08,0.21,3.93,0.5,26%,0.5,26%,92,79%,3.69,1.13,10.05,5.46,0.4,1.69,1.95,0.61,0.4,5.19,79%,0.61,4.27,11.4km,0,34,2,7,0,"£35,000 p/w",£3.7M - £7.2M
- - -,,36158513,Nikos Athanasiou,D (L),25,Rio Ave,Liga Portugal Betclic,"1,145",0.55,1.73,0,0,0.47,0.06,50%,0.24,0.47,-,0.03,0.03,-0.33,-,0,-,46.61,86%,0.05,0.63,0.08,1.34,5.5,2.04,15%,2.12,15%,52,87%,9.51,2.59,11.79,8.49,0.16,2.67,1.73,1.34,0.39,4.56,52%,0.08,12.89,13.1km,0,19,7,5,0,"£8,000 p/w",£850K - £1.8M
- - -,,37064598,Justin de Haas,D (C),26,Famalicão,Liga Portugal Betclic,"2,291",1.06,1.26,2,0,0.47,0.09,42%,0.2,0.08,0.08,0.04,0.04,0.89,17%,0,-,38.85,90%,0.05,0.24,0.08,0.16,3.89,0.35,27%,0.59,22%,61,85%,4.6,1.37,10.37,5.26,0.43,1.1,1.73,0.71,0.63,8.37,77%,1.37,5.7,11.5km,0,18,3,3,0,"£3,500 p/w",£180K - £1.8M
- - -,Wnt,55082129,Ivanildo Fernandes,D (C),30,Nacional,Liga Portugal Betclic,"2,328",0.85,1.7,1,0,0.39,0.08,70%,0.27,0,0.04,0.03,0.03,0.2,10%,1,0.04,59.88,91%,0.05,0.15,0.08,0.04,3.44,0.04,100%,0.04,100%,37,81%,2.32,0.66,8.93,6.26,0.31,1.82,2.28,0.54,0.39,5.61,70%,1.35,2.74,10.8km,1,18,1,5,0,"£5,000 p/w",£650K - £1.4M
- - -,,67215898,Igor Zubeldia,DM,29,Real Sociedad,LALIGA EA SPORTS,"3,516",1.59,1.51,1,0,0.31,0.12,33%,0.1,0.1,0.03,0.04,0.02,-0.46,8%,2,0.05,58.75,93%,0.03,0.2,0.08,0.15,4.56,0.13,36%,0.36,60%,103,70%,4.63,1.64,11.95,4.2,0.38,2.02,0.92,0.79,0.49,5.66,63%,0.41,4.35,11.6km,0,35,1,9,0,"£38,000 p/w",£13M - £20M
- - -,,77058584,Erick Noriega,D (C),24,Tondela,Liga Portugal Betclic,"1,186",0.53,1.52,0,0,0.76,0.05,10%,0.08,0.3,-,0.04,0.04,-0.52,-,0,-,27.02,79%,0.02,0.38,0.08,0.46,1.75,0.23,0%,0.23,-,11,73%,6.53,1.44,6.75,7.82,0.3,1.21,1.29,0.08,0.08,8.88,55%,0.3,5.39,11.8km,0,5,13,1,0,£500 p/w,£50K - £500K
- - -,,49045789,Duplexe Tchamba,D (C),27,Casa Pia,Liga Portugal Betclic,"2,386",1.4,1.77,0,0,0.19,0.1,40%,0.08,0.08,-,0.02,0.02,-0.48,-,0,-,78.72,94%,0.04,0.34,0.08,0.11,6.87,0.04,100%,0.04,100%,53,72%,4.94,1.43,12.03,5.36,0.41,2.3,1.21,0.64,0.53,4.72,81%,0.49,3.28,11.2km,2,11,0,3,0,"£1,000 p/w",£275K - £800K
- - -,Wnt,2000058330,Urko González de Zárate,D (C),25,Espanyol,LALIGA EA SPORTS,"1,195",0.9,1.96,0,0,0.98,0.12,38%,0.38,0.38,-,0.12,0.12,-1.57,-,0,-,49.26,86%,0.05,0.45,0.08,0.45,4.29,0.38,20%,0.38,20%,37,70%,11.75,3.54,10.92,8.51,0.15,1.51,1.96,0.3,0.23,7.76,64%,1.05,8.89,13.5km,0,15,1,2,0,"£7,500 p/w",£475K - £4.7M
- - -,Wnt,2000155265,Matheus Dias,M (C),24,Nacional,Liga Portugal Betclic,"2,420",0.89,1.45,2,1,0.41,0.12,45%,0.19,0.26,0.07,0.05,0.05,0.72,18%,2,0.07,48.53,89%,0.05,0.3,0.07,0.3,3.5,0.33,23%,0.48,22%,99,82%,11.27,2.23,8.29,7.03,0.07,2.01,1.67,0.78,0.48,3.61,51%,0.41,9.07,12.9km,1,38,8,9,0,"£2,000 p/w",£1M - £2.1M
- - -,Wnt,2000006158,Willy Kambwala,D (C),21,Villarreal,LALIGA EA SPORTS,"1,213",2.45,1.34,0,0,0.74,0.06,50%,0.37,0,-,0.05,0.05,-0.64,-,1,0.07,47.63,88%,0.07,0.37,0.07,0.07,4.97,0.96,8%,0.96,7%,44,80%,7.86,2.45,15.51,8.24,0.07,2.3,1.34,0.67,0.52,8.53,76%,1.41,8.9,13.0km,0,20,2,4,0,"£20,000 p/w",£600K - £6M
- - -,,67080310,Marcos Alonso,D (C),35,Celta Vigo,LALIGA EA SPORTS,"3,694",0.97,1.51,1,1,0.51,0.06,43%,0.22,0.29,0.02,0.03,0.03,-0.28,5%,1,0.02,48.8,92%,0.05,0.61,0.07,0.39,4.26,0.9,18%,2.63,18%,79,85%,5.85,1.27,9.36,6.26,0.19,2.24,0.95,0.95,0.46,4.24,58%,0.51,7.31,12.2km,0,15,4,5,0,"£20,000 p/w",Not for Sale
- - -,,83206392,Samú,DM,25,Mallorca,LALIGA EA SPORTS,"2,464",1.1,1.39,0,0,0.47,0.07,46%,0.22,0.37,-,0.03,0.03,-0.95,-,0,-,50.37,87%,0.04,0.47,0.07,0.69,5.41,0.18,0%,0.18,-,102,75%,12.42,3.36,10.15,7.6,0.07,1.72,1.13,0.51,0.22,4.42,59%,0.73,11.87,13.5km,0,54,10,12,0,"£13,000 p/w",£10.5M - £16.5M
- - -,Wnt,2000049425,Omar El Hilali,D (R),22,Espanyol,LALIGA EA SPORTS,"2,512",1.22,1.72,0,0,0.36,0.03,20%,0.07,0.14,-,0.01,0.01,-0.32,-,1,0.04,36.11,87%,0.05,0.47,0.07,0.9,4.16,1.18,12%,1.18,12%,128,80%,9.85,2.97,11.39,8.2,0.36,2.83,2.44,0.64,0.21,4.94,52%,0.21,14.26,13.1km,1,31,7,6,1,"£10,750 p/w",£2.8M - £5.6M
- - -,,2000048682,Medon Berisha,M (C),22,Lecce,Serie A TIM,"1,260",0.86,1.07,6,1,1.07,0.25,53%,0.57,0.64,0.43,0.27,0.16,2.18,40%,0,-,25.86,82%,0.01,0.14,0.07,0.93,1.93,0.36,19%,1.5,20%,38,68%,12,2.71,4.86,8.5,0,1.36,1.14,0.21,0.14,5.64,14%,0,10.29,13.8km,0,13,15,2,0,"£7,000 p/w",£250K - £2.6M
- - -,Wnt,83337930,Hélder Sá,D (L),23,Rio Ave,Liga Portugal Betclic,"1,285",1.05,1.68,0,0,0.07,0.02,0%,0,0,-,0,0,-0.02,-,0,-,56.17,87%,0.03,0.35,0.07,1.19,6.51,1.68,13%,1.68,12%,64,83%,9.53,2.66,13.45,9.95,0.14,1.89,1.54,1.26,0.49,6.44,73%,0.84,12.75,13.2km,0,19,4,3,0,"£1,600 p/w",£150K - £1.5M
- - -,,37062161,Perr Schuurs,D (C),26,Torino,Serie A TIM,"1,294",2.09,1.6,0,0,0.77,0.04,64%,0.49,0.14,-,0.03,0.03,-0.45,-,0,-,42.01,87%,0.06,0.56,0.07,-,3.62,0.07,0%,0.07,-,16,75%,3.27,1.18,10.85,5.77,0.35,1.74,0.63,0.56,0.28,8.69,64%,0.9,3.62,11.1km,2,5,0,1,0,"£34,000 p/w",£7.2M - £8.4M
- - -,,28095341,Pablo Maffeo,D (R),28,Mallorca,LALIGA EA SPORTS,"2,614",1.07,1.31,2,0,0.48,0.08,57%,0.28,0.24,0.07,0.04,0.04,0.83,14%,3,0.1,40.25,86%,0.06,0.59,0.07,0.76,4.75,1.34,8%,1.34,7%,126,87%,10.43,2.72,12.57,9.06,0.21,2.93,1.58,0.62,0.17,4.44,54%,0.21,14.8,13.8km,1,54,8,13,2,"£18,000 p/w",£5M - £6.2M
- - -,,43252773,Andrea Pinamonti,ST (C),27,Sassuolo,Serie A TIM,"2,635",0.82,1.13,12,2,2.29,0.16,58%,1.33,0.58,0.41,0.36,0.36,1.57,18%,2,0.07,16.84,85%,0.03,0.34,0.07,0.79,0.34,0.31,0%,0.31,-,49,78%,9.26,1.84,4.17,6.93,0,1.06,0.24,0.14,0.1,12.67,33%,0.03,5.12,12.4km,0,35,40,0,0,"£85,000 p/w",£17M - £21M
- - -,,19366623,Luiz Mandaca,DM,24,Gil Vicente,Liga Portugal Betclic,"1,328",1.08,1.63,1,1,0.81,0.03,33%,0.27,0.75,0.07,0.03,0.03,0.59,8%,0,-,59.71,89%,0.05,1.02,0.07,0.47,7.73,0.34,20%,0.34,20%,45,69%,12.67,3.59,7.39,7.45,0,1.76,1.36,0.41,0.27,5.22,40%,0.14,7.93,13.3km,0,13,5,2,0,£475 p/w,£16K - £170K
- - -,,83111342,Filipe Soares,M (C),27,Nacional,Liga Portugal Betclic,"1,383",0.65,2.08,3,2,1.17,0.13,33%,0.39,0.52,0.2,0.16,0.16,0.59,17%,1,0.07,49.07,89%,0.1,0.78,0.07,0.46,3.12,0.59,36%,1.82,44%,41,88%,15.03,3.77,6.38,7.42,0.2,1.69,0.85,0.59,0.26,3.58,35%,0.39,9.37,13.6km,1,3,4,1,0,"£6,500 p/w",£350K - £3.5M
- - -,,19304926,Bernardo Schappo,D (C),27,Estrela da Amadora SAD,Liga Portugal Betclic,"2,798",1.42,1.8,3,0,0.68,0.09,29%,0.19,0.03,0.1,0.06,0.04,1.03,14%,0,-,78.13,93%,0.01,0.13,0.06,0.1,5.31,0,-,0,-,61,82%,2.61,0.96,9.36,6.21,0.64,1.83,1.9,0.9,0.8,4.63,79%,0.58,3.76,10.8km,2,20,0,8,0,£750 p/w,£170K - £1.7M
- - -,,67276232,Aitor Paredes,D (C),26,Athletic Club,LALIGA EA SPORTS,"2,818",1.28,0.99,2,0,0.51,0.13,50%,0.26,0,0.06,0.07,0.07,-0.04,13%,0,-,64.42,94%,0.02,0.16,0.06,0.1,5.14,0.03,0%,0.03,-,66,82%,3.7,1.15,10.86,4.6,0.51,1.56,1.09,0.51,0.35,7.22,64%,0.83,4.76,11.8km,0,22,3,4,2,"£20,000 p/w",£13.5M - £21M
- - -,,2000009463,Alan Matturro,D (C),21,Levante,LALIGA EA SPORTS,"2,889",0.87,1.46,0,0,0.37,0.08,50%,0.19,0.06,-,0.03,0.03,-0.96,-,0,-,45.08,87%,0.03,0.28,0.06,0.44,3.3,0.44,7%,0.44,7%,68,85%,4.14,1.15,9.66,7.17,0.37,2.06,2.02,0.4,0.28,5.86,64%,0.97,6.14,11.6km,0,27,1,3,0,"£10,000 p/w",£550K - £4.6M
- - -,Wnt,2000188897,Dominik Prpić,D (C),22,Porto,Liga Portugal Betclic,"2,911",2.23,0.74,2,0,1.02,0.06,52%,0.53,0.09,0.06,0.06,0.06,0.04,6%,1,0.03,78,94%,0.02,0.43,0.06,0.03,7.48,0.03,0%,0.03,-,40,83%,2.66,0.68,13.23,4.54,0.15,2.04,0.68,0.34,0.25,7.3,73%,0.68,4.54,11.3km,1,19,3,4,0,"£2,700 p/w",£2.3M - £4.7M
